location,reference_date,horizon,target_end_date,target,value
17,2022-11-12,2,2022-11-26,wk inc flu hosp,915
17,2022-11-12,3,2022-12-03,wk inc flu hosp,1125
17,2022-11-19,0,2022-11-19,wk inc flu hosp,447
17,2022-11-19,1,2022-11-26,wk inc flu hosp,915
17,2022-11-19,2,2022-12-03,wk inc flu hosp,1125
17,2022-11-19,3,2022-12-10,wk inc flu hosp,973
17,2022-11-26,0,2022-11-26,wk inc flu hosp,915
17,2022-11-26,1,2022-12-03,wk inc flu hosp,1125
17,2022-11-26,2,2022-12-10,wk inc flu hosp,973
17,2022-11-26,3,2022-12-17,wk inc flu hosp,744
17,2022-12-03,0,2022-12-03,wk inc flu hosp,1125
17,2022-12-03,1,2022-12-10,wk inc flu hosp,973
17,2022-12-03,2,2022-12-17,wk inc flu hosp,744
17,2022-12-03,3,2022-12-24,wk inc flu hosp,563
17,2022-12-10,0,2022-12-10,wk inc flu hosp,973
17,2022-12-10,1,2022-12-17,wk inc flu hosp,744
17,2022-12-10,2,2022-12-24,wk inc flu hosp,563
17,2022-12-10,3,2022-12-31,wk inc flu hosp,571
17,2022-12-17,0,2022-12-17,wk inc flu hosp,744
17,2022-12-17,1,2022-12-24,wk inc flu hosp,563
17,2022-12-17,2,2022-12-31,wk inc flu hosp,571
17,2022-12-17,3,2023-01-07,wk inc flu hosp,393
17,2022-12-24,0,2022-12-24,wk inc flu hosp,563
17,2022-12-24,1,2022-12-31,wk inc flu hosp,571
17,2022-12-24,2,2023-01-07,wk inc flu hosp,393
17,2022-12-24,3,2023-01-14,wk inc flu hosp,166
17,2022-12-31,0,2022-12-31,wk inc flu hosp,571
17,2022-12-31,1,2023-01-07,wk inc flu hosp,393
17,2022-12-31,2,2023-01-14,wk inc flu hosp,166
17,2022-12-31,3,2023-01-21,wk inc flu hosp,63
17,2023-01-07,0,2023-01-07,wk inc flu hosp,393
17,2023-01-07,1,2023-01-14,wk inc flu hosp,166
17,2023-01-07,2,2023-01-21,wk inc flu hosp,63
17,2023-01-07,3,2023-01-28,wk inc flu hosp,64
17,2023-01-14,0,2023-01-14,wk inc flu hosp,166
17,2023-01-14,1,2023-01-21,wk inc flu hosp,63
17,2023-01-14,2,2023-01-28,wk inc flu hosp,64
17,2023-01-14,3,2023-02-04,wk inc flu hosp,26
17,2023-01-21,0,2023-01-21,wk inc flu hosp,63
17,2023-01-21,1,2023-01-28,wk inc flu hosp,64
17,2023-01-21,2,2023-02-04,wk inc flu hosp,26
17,2023-01-21,3,2023-02-11,wk inc flu hosp,33
17,2023-01-28,0,2023-01-28,wk inc flu hosp,64
17,2023-01-28,1,2023-02-04,wk inc flu hosp,26
17,2023-01-28,2,2023-02-11,wk inc flu hosp,33
17,2023-01-28,3,2023-02-18,wk inc flu hosp,25
17,2023-02-04,0,2023-02-04,wk inc flu hosp,26
17,2023-02-04,1,2023-02-11,wk inc flu hosp,33
17,2023-02-04,2,2023-02-18,wk inc flu hosp,25
17,2023-02-04,3,2023-02-25,wk inc flu hosp,36
17,2023-02-11,0,2023-02-11,wk inc flu hosp,33
17,2023-02-11,1,2023-02-18,wk inc flu hosp,25
17,2023-02-11,2,2023-02-25,wk inc flu hosp,36
17,2023-02-11,3,2023-03-04,wk inc flu hosp,23
17,2023-02-18,0,2023-02-18,wk inc flu hosp,25
17,2023-02-18,1,2023-02-25,wk inc flu hosp,36
17,2023-02-18,2,2023-03-04,wk inc flu hosp,23
17,2023-02-18,3,2023-03-11,wk inc flu hosp,14
17,2023-02-25,0,2023-02-25,wk inc flu hosp,36
17,2023-02-25,1,2023-03-04,wk inc flu hosp,23
17,2023-02-25,2,2023-03-11,wk inc flu hosp,14
17,2023-02-25,3,2023-03-18,wk inc flu hosp,15
17,2023-03-04,0,2023-03-04,wk inc flu hosp,23
17,2023-03-04,1,2023-03-11,wk inc flu hosp,14
17,2023-03-04,2,2023-03-18,wk inc flu hosp,15
17,2023-03-04,3,2023-03-25,wk inc flu hosp,28
17,2023-03-11,0,2023-03-11,wk inc flu hosp,14
17,2023-03-11,1,2023-03-18,wk inc flu hosp,15
17,2023-03-11,2,2023-03-25,wk inc flu hosp,28
17,2023-03-11,3,2023-04-01,wk inc flu hosp,30
17,2023-03-18,0,2023-03-18,wk inc flu hosp,15
17,2023-03-18,1,2023-03-25,wk inc flu hosp,28
17,2023-03-18,2,2023-04-01,wk inc flu hosp,30
17,2023-03-18,3,2023-04-08,wk inc flu hosp,22
17,2023-03-25,0,2023-03-25,wk inc flu hosp,28
17,2023-03-25,1,2023-04-01,wk inc flu hosp,30
17,2023-03-25,2,2023-04-08,wk inc flu hosp,22
17,2023-03-25,3,2023-04-15,wk inc flu hosp,34
17,2023-04-01,0,2023-04-01,wk inc flu hosp,30
17,2023-04-01,1,2023-04-08,wk inc flu hosp,22
17,2023-04-01,2,2023-04-15,wk inc flu hosp,34
17,2023-04-01,3,2023-04-22,wk inc flu hosp,29
17,2023-04-08,0,2023-04-08,wk inc flu hosp,22
17,2023-04-08,1,2023-04-15,wk inc flu hosp,34
17,2023-04-08,2,2023-04-22,wk inc flu hosp,29
17,2023-04-08,3,2023-04-29,wk inc flu hosp,16
17,2023-04-15,0,2023-04-15,wk inc flu hosp,34
17,2023-04-15,1,2023-04-22,wk inc flu hosp,29
17,2023-04-15,2,2023-04-29,wk inc flu hosp,16
17,2023-04-15,3,2023-05-06,wk inc flu hosp,26
17,2023-04-22,0,2023-04-22,wk inc flu hosp,29
17,2023-04-22,1,2023-04-29,wk inc flu hosp,16
17,2023-04-22,2,2023-05-06,wk inc flu hosp,26
17,2023-04-22,3,2023-05-13,wk inc flu hosp,27
17,2023-04-29,0,2023-04-29,wk inc flu hosp,16
17,2023-04-29,1,2023-05-06,wk inc flu hosp,26
17,2023-04-29,2,2023-05-13,wk inc flu hosp,27
17,2023-04-29,3,2023-05-20,wk inc flu hosp,29
17,2023-05-06,0,2023-05-06,wk inc flu hosp,26
17,2023-05-06,1,2023-05-13,wk inc flu hosp,27
17,2023-05-06,2,2023-05-20,wk inc flu hosp,29
17,2023-05-06,3,2023-05-27,wk inc flu hosp,23
17,2023-05-13,0,2023-05-13,wk inc flu hosp,27
17,2023-05-13,1,2023-05-20,wk inc flu hosp,29
17,2023-05-13,2,2023-05-27,wk inc flu hosp,23
17,2023-05-13,3,2023-06-03,wk inc flu hosp,24
17,2023-05-20,0,2023-05-20,wk inc flu hosp,29
17,2023-05-20,1,2023-05-27,wk inc flu hosp,23
17,2023-05-20,2,2023-06-03,wk inc flu hosp,24
17,2023-05-20,3,2023-06-10,wk inc flu hosp,21
17,2023-05-27,0,2023-05-27,wk inc flu hosp,23
17,2023-05-27,1,2023-06-03,wk inc flu hosp,24
17,2023-05-27,2,2023-06-10,wk inc flu hosp,21
17,2023-05-27,3,2023-06-17,wk inc flu hosp,24
18,2022-10-22,0,2022-10-22,wk inc flu hosp,72
18,2022-10-22,1,2022-10-29,wk inc flu hosp,102
18,2022-10-22,2,2022-11-05,wk inc flu hosp,149
18,2022-10-22,3,2022-11-12,wk inc flu hosp,141
18,2022-10-29,0,2022-10-29,wk inc flu hosp,102
18,2022-10-29,1,2022-11-05,wk inc flu hosp,149
18,2022-10-29,2,2022-11-12,wk inc flu hosp,141
18,2022-10-29,3,2022-11-19,wk inc flu hosp,264
18,2022-11-05,0,2022-11-05,wk inc flu hosp,149
18,2022-11-05,1,2022-11-12,wk inc flu hosp,141
18,2022-11-05,2,2022-11-19,wk inc flu hosp,264
18,2022-11-05,3,2022-11-26,wk inc flu hosp,505
18,2022-11-12,0,2022-11-12,wk inc flu hosp,141
18,2022-11-12,1,2022-11-19,wk inc flu hosp,264
18,2022-11-12,2,2022-11-26,wk inc flu hosp,505
18,2022-11-12,3,2022-12-03,wk inc flu hosp,826
18,2022-11-19,0,2022-11-19,wk inc flu hosp,264
18,2022-11-19,1,2022-11-26,wk inc flu hosp,505
18,2022-11-19,2,2022-12-03,wk inc flu hosp,826
18,2022-11-19,3,2022-12-10,wk inc flu hosp,851
18,2022-11-26,0,2022-11-26,wk inc flu hosp,505
18,2022-11-26,1,2022-12-03,wk inc flu hosp,826
18,2022-11-26,2,2022-12-10,wk inc flu hosp,851
18,2022-11-26,3,2022-12-17,wk inc flu hosp,686
18,2022-12-03,0,2022-12-03,wk inc flu hosp,826
18,2022-12-03,1,2022-12-10,wk inc flu hosp,851
18,2022-12-03,2,2022-12-17,wk inc flu hosp,686
18,2022-12-03,3,2022-12-24,wk inc flu hosp,588
18,2022-12-10,0,2022-12-10,wk inc flu hosp,851
18,2022-12-10,1,2022-12-17,wk inc flu hosp,686
18,2022-12-10,2,2022-12-24,wk inc flu hosp,588
18,2022-12-10,3,2022-12-31,wk inc flu hosp,570
18,2022-12-17,0,2022-12-17,wk inc flu hosp,686
18,2022-12-17,1,2022-12-24,wk inc flu hosp,588
18,2022-12-17,2,2022-12-31,wk inc flu hosp,570
18,2022-12-17,3,2023-01-07,wk inc flu hosp,336
18,2022-12-24,0,2022-12-24,wk inc flu hosp,588
18,2022-12-24,1,2022-12-31,wk inc flu hosp,570
18,2022-12-24,2,2023-01-07,wk inc flu hosp,336
18,2022-12-24,3,2023-01-14,wk inc flu hosp,149
18,2022-12-31,0,2022-12-31,wk inc flu hosp,570
18,2022-12-31,1,2023-01-07,wk inc flu hosp,336
18,2022-12-31,2,2023-01-14,wk inc flu hosp,149
18,2022-12-31,3,2023-01-21,wk inc flu hosp,96
18,2023-01-07,0,2023-01-07,wk inc flu hosp,336
18,2023-01-07,1,2023-01-14,wk inc flu hosp,149
18,2023-01-07,2,2023-01-21,wk inc flu hosp,96
18,2023-01-07,3,2023-01-28,wk inc flu hosp,65
18,2023-01-14,0,2023-01-14,wk inc flu hosp,149
18,2023-01-14,1,2023-01-21,wk inc flu hosp,96
18,2023-01-14,2,2023-01-28,wk inc flu hosp,65
18,2023-01-14,3,2023-02-04,wk inc flu hosp,43
18,2023-01-21,0,2023-01-21,wk inc flu hosp,96
18,2023-01-21,1,2023-01-28,wk inc flu hosp,65
18,2023-01-21,2,2023-02-04,wk inc flu hosp,43
18,2023-01-21,3,2023-02-11,wk inc flu hosp,37
18,2023-01-28,0,2023-01-28,wk inc flu hosp,65
18,2023-01-28,1,2023-02-04,wk inc flu hosp,43
18,2023-01-28,2,2023-02-11,wk inc flu hosp,37
18,2023-01-28,3,2023-02-18,wk inc flu hosp,34
18,2023-02-04,0,2023-02-04,wk inc flu hosp,43
18,2023-02-04,1,2023-02-11,wk inc flu hosp,37
18,2023-02-04,2,2023-02-18,wk inc flu hosp,34
18,2023-02-04,3,2023-02-25,wk inc flu hosp,47
18,2023-02-11,0,2023-02-11,wk inc flu hosp,37
18,2023-02-11,1,2023-02-18,wk inc flu hosp,34
18,2023-02-11,2,2023-02-25,wk inc flu hosp,47
18,2023-02-11,3,2023-03-04,wk inc flu hosp,43
18,2023-02-18,0,2023-02-18,wk inc flu hosp,34
18,2023-02-18,1,2023-02-25,wk inc flu hosp,47
18,2023-02-18,2,2023-03-04,wk inc flu hosp,43
18,2023-02-18,3,2023-03-11,wk inc flu hosp,31
18,2023-02-25,0,2023-02-25,wk inc flu hosp,47
18,2023-02-25,1,2023-03-04,wk inc flu hosp,43
18,2023-02-25,2,2023-03-11,wk inc flu hosp,31
18,2023-02-25,3,2023-03-18,wk inc flu hosp,33
18,2023-03-04,0,2023-03-04,wk inc flu hosp,43
18,2023-03-04,1,2023-03-11,wk inc flu hosp,31
18,2023-03-04,2,2023-03-18,wk inc flu hosp,33
18,2023-03-04,3,2023-03-25,wk inc flu hosp,22
18,2023-03-11,0,2023-03-11,wk inc flu hosp,31
18,2023-03-11,1,2023-03-18,wk inc flu hosp,33
18,2023-03-11,2,2023-03-25,wk inc flu hosp,22
18,2023-03-11,3,2023-04-01,wk inc flu hosp,40
18,2023-03-18,0,2023-03-18,wk inc flu hosp,33
18,2023-03-18,1,2023-03-25,wk inc flu hosp,22
18,2023-03-18,2,2023-04-01,wk inc flu hosp,40
18,2023-03-18,3,2023-04-08,wk inc flu hosp,15
18,2023-03-25,0,2023-03-25,wk inc flu hosp,22
18,2023-03-25,1,2023-04-01,wk inc flu hosp,40
18,2023-03-25,2,2023-04-08,wk inc flu hosp,15
18,2023-03-25,3,2023-04-15,wk inc flu hosp,17
18,2023-04-01,0,2023-04-01,wk inc flu hosp,40
18,2023-04-01,1,2023-04-08,wk inc flu hosp,15
18,2023-04-01,2,2023-04-15,wk inc flu hosp,17
18,2023-04-01,3,2023-04-22,wk inc flu hosp,13
18,2023-04-08,0,2023-04-08,wk inc flu hosp,15
18,2023-04-08,1,2023-04-15,wk inc flu hosp,17
18,2023-04-08,2,2023-04-22,wk inc flu hosp,13
18,2023-04-08,3,2023-04-29,wk inc flu hosp,15
18,2023-04-15,0,2023-04-15,wk inc flu hosp,17
18,2023-04-15,1,2023-04-22,wk inc flu hosp,13
18,2023-04-15,2,2023-04-29,wk inc flu hosp,15
18,2023-04-15,3,2023-05-06,wk inc flu hosp,20
18,2023-04-22,0,2023-04-22,wk inc flu hosp,13
18,2023-04-22,1,2023-04-29,wk inc flu hosp,15
18,2023-04-22,2,2023-05-06,wk inc flu hosp,20
18,2023-04-22,3,2023-05-13,wk inc flu hosp,21
18,2023-04-29,0,2023-04-29,wk inc flu hosp,15
18,2023-04-29,1,2023-05-06,wk inc flu hosp,20
18,2023-04-29,2,2023-05-13,wk inc flu hosp,21
18,2023-04-29,3,2023-05-20,wk inc flu hosp,19
18,2023-05-06,0,2023-05-06,wk inc flu hosp,20
18,2023-05-06,1,2023-05-13,wk inc flu hosp,21
18,2023-05-06,2,2023-05-20,wk inc flu hosp,19
18,2023-05-06,3,2023-05-27,wk inc flu hosp,16
18,2023-05-13,0,2023-05-13,wk inc flu hosp,21
18,2023-05-13,1,2023-05-20,wk inc flu hosp,19
18,2023-05-13,2,2023-05-27,wk inc flu hosp,16
18,2023-05-13,3,2023-06-03,wk inc flu hosp,13
18,2023-05-20,0,2023-05-20,wk inc flu hosp,19
18,2023-05-20,1,2023-05-27,wk inc flu hosp,16
18,2023-05-20,2,2023-06-03,wk inc flu hosp,13
18,2023-05-20,3,2023-06-10,wk inc flu hosp,12
18,2023-05-27,0,2023-05-27,wk inc flu hosp,16
18,2023-05-27,1,2023-06-03,wk inc flu hosp,13
18,2023-05-27,2,2023-06-10,wk inc flu hosp,12
18,2023-05-27,3,2023-06-17,wk inc flu hosp,13
19,2022-10-22,0,2022-10-22,wk inc flu hosp,10
19,2022-10-22,1,2022-10-29,wk inc flu hosp,19
19,2022-10-22,2,2022-11-05,wk inc flu hosp,16
19,2022-10-22,3,2022-11-12,wk inc flu hosp,23
19,2022-10-29,0,2022-10-29,wk inc flu hosp,19
19,2022-10-29,1,2022-11-05,wk inc flu hosp,16
19,2022-10-29,2,2022-11-12,wk inc flu hosp,23
19,2022-10-29,3,2022-11-19,wk inc flu hosp,37
19,2022-11-05,0,2022-11-05,wk inc flu hosp,16
19,2022-11-05,1,2022-11-12,wk inc flu hosp,23
19,2022-11-05,2,2022-11-19,wk inc flu hosp,37
19,2022-11-05,3,2022-11-26,wk inc flu hosp,139
19,2022-11-12,0,2022-11-12,wk inc flu hosp,23
19,2022-11-12,1,2022-11-19,wk inc flu hosp,37
19,2022-11-12,2,2022-11-26,wk inc flu hosp,139
19,2022-11-12,3,2022-12-03,wk inc flu hosp,201
19,2022-11-19,0,2022-11-19,wk inc flu hosp,37
19,2022-11-19,1,2022-11-26,wk inc flu hosp,139
19,2022-11-19,2,2022-12-03,wk inc flu hosp,201
19,2022-11-19,3,2022-12-10,wk inc flu hosp,235
19,2022-11-26,0,2022-11-26,wk inc flu hosp,139
19,2022-11-26,1,2022-12-03,wk inc flu hosp,201
19,2022-11-26,2,2022-12-10,wk inc flu hosp,235
19,2022-11-26,3,2022-12-17,wk inc flu hosp,352
19,2022-12-03,0,2022-12-03,wk inc flu hosp,201
19,2022-12-03,1,2022-12-10,wk inc flu hosp,235
19,2022-12-03,2,2022-12-17,wk inc flu hosp,352
19,2022-12-03,3,2022-12-24,wk inc flu hosp,331
19,2022-12-10,0,2022-12-10,wk inc flu hosp,235
19,2022-12-10,1,2022-12-17,wk inc flu hosp,352
19,2022-12-10,2,2022-12-24,wk inc flu hosp,331
19,2022-12-10,3,2022-12-31,wk inc flu hosp,301
19,2022-12-17,0,2022-12-17,wk inc flu hosp,352
19,2022-12-17,1,2022-12-24,wk inc flu hosp,331
19,2022-12-17,2,2022-12-31,wk inc flu hosp,301
19,2022-12-17,3,2023-01-07,wk inc flu hosp,202
19,2022-12-24,0,2022-12-24,wk inc flu hosp,331
19,2022-12-24,1,2022-12-31,wk inc flu hosp,301
19,2022-12-24,2,2023-01-07,wk inc flu hosp,202
19,2022-12-24,3,2023-01-14,wk inc flu hosp,87
19,2022-12-31,0,2022-12-31,wk inc flu hosp,301
19,2022-12-31,1,2023-01-07,wk inc flu hosp,202
19,2022-12-31,2,2023-01-14,wk inc flu hosp,87
19,2022-12-31,3,2023-01-21,wk inc flu hosp,43
19,2023-01-07,0,2023-01-07,wk inc flu hosp,202
19,2023-01-07,1,2023-01-14,wk inc flu hosp,87
19,2023-01-07,2,2023-01-21,wk inc flu hosp,43
19,2023-01-07,3,2023-01-28,wk inc flu hosp,44
19,2023-01-14,0,2023-01-14,wk inc flu hosp,87
19,2023-01-14,1,2023-01-21,wk inc flu hosp,43
19,2023-01-14,2,2023-01-28,wk inc flu hosp,44
19,2023-01-14,3,2023-02-04,wk inc flu hosp,11
19,2023-01-21,0,2023-01-21,wk inc flu hosp,43
19,2023-01-21,1,2023-01-28,wk inc flu hosp,44
19,2023-01-21,2,2023-02-04,wk inc flu hosp,11
19,2023-01-21,3,2023-02-11,wk inc flu hosp,15
19,2023-01-28,0,2023-01-28,wk inc flu hosp,44
19,2023-01-28,1,2023-02-04,wk inc flu hosp,11
19,2023-01-28,2,2023-02-11,wk inc flu hosp,15
19,2023-01-28,3,2023-02-18,wk inc flu hosp,9
19,2023-02-04,0,2023-02-04,wk inc flu hosp,11
19,2023-02-04,1,2023-02-11,wk inc flu hosp,15
19,2023-02-04,2,2023-02-18,wk inc flu hosp,9
19,2023-02-04,3,2023-02-25,wk inc flu hosp,9
19,2023-02-11,0,2023-02-11,wk inc flu hosp,15
19,2023-02-11,1,2023-02-18,wk inc flu hosp,9
19,2023-02-11,2,2023-02-25,wk inc flu hosp,9
19,2023-02-11,3,2023-03-04,wk inc flu hosp,9
19,2023-02-18,0,2023-02-18,wk inc flu hosp,9
19,2023-02-18,1,2023-02-25,wk inc flu hosp,9
19,2023-02-18,2,2023-03-04,wk inc flu hosp,9
19,2023-02-18,3,2023-03-11,wk inc flu hosp,8
19,2023-02-25,0,2023-02-25,wk inc flu hosp,9
19,2023-02-25,1,2023-03-04,wk inc flu hosp,9
19,2023-02-25,2,2023-03-11,wk inc flu hosp,8
19,2023-02-25,3,2023-03-18,wk inc flu hosp,7
19,2023-03-04,0,2023-03-04,wk inc flu hosp,9
19,2023-03-04,1,2023-03-11,wk inc flu hosp,8
19,2023-03-04,2,2023-03-18,wk inc flu hosp,7
19,2023-03-04,3,2023-03-25,wk inc flu hosp,7
19,2023-03-11,0,2023-03-11,wk inc flu hosp,8
19,2023-03-11,1,2023-03-18,wk inc flu hosp,7
19,2023-03-11,2,2023-03-25,wk inc flu hosp,7
19,2023-03-11,3,2023-04-01,wk inc flu hosp,4
19,2023-03-18,0,2023-03-18,wk inc flu hosp,7
19,2023-03-18,1,2023-03-25,wk inc flu hosp,7
19,2023-03-18,2,2023-04-01,wk inc flu hosp,4
19,2023-03-18,3,2023-04-08,wk inc flu hosp,2
19,2023-03-25,0,2023-03-25,wk inc flu hosp,7
19,2023-03-25,1,2023-04-01,wk inc flu hosp,4
19,2023-03-25,2,2023-04-08,wk inc flu hosp,2
19,2023-03-25,3,2023-04-15,wk inc flu hosp,5
19,2023-04-01,0,2023-04-01,wk inc flu hosp,4
19,2023-04-01,1,2023-04-08,wk inc flu hosp,2
19,2023-04-01,2,2023-04-15,wk inc flu hosp,5
19,2023-04-01,3,2023-04-22,wk inc flu hosp,1
19,2023-04-08,0,2023-04-08,wk inc flu hosp,2
19,2023-04-08,1,2023-04-15,wk inc flu hosp,5
19,2023-04-08,2,2023-04-22,wk inc flu hosp,1
19,2023-04-08,3,2023-04-29,wk inc flu hosp,11
19,2023-04-15,0,2023-04-15,wk inc flu hosp,5
19,2023-04-15,1,2023-04-22,wk inc flu hosp,1
19,2023-04-15,2,2023-04-29,wk inc flu hosp,11
19,2023-04-15,3,2023-05-06,wk inc flu hosp,6
19,2023-04-22,0,2023-04-22,wk inc flu hosp,1
19,2023-04-22,1,2023-04-29,wk inc flu hosp,11
19,2023-04-22,2,2023-05-06,wk inc flu hosp,6
19,2023-04-22,3,2023-05-13,wk inc flu hosp,4
19,2023-04-29,0,2023-04-29,wk inc flu hosp,11
19,2023-04-29,1,2023-05-06,wk inc flu hosp,6
19,2023-04-29,2,2023-05-13,wk inc flu hosp,4
19,2023-04-29,3,2023-05-20,wk inc flu hosp,6
19,2023-05-06,0,2023-05-06,wk inc flu hosp,6
19,2023-05-06,1,2023-05-13,wk inc flu hosp,4
19,2023-05-06,2,2023-05-20,wk inc flu hosp,6
19,2023-05-06,3,2023-05-27,wk inc flu hosp,1
19,2023-05-13,0,2023-05-13,wk inc flu hosp,4
19,2023-05-13,1,2023-05-20,wk inc flu hosp,6
19,2023-05-13,2,2023-05-27,wk inc flu hosp,1
19,2023-05-13,3,2023-06-03,wk inc flu hosp,0
19,2023-05-20,0,2023-05-20,wk inc flu hosp,6
19,2023-05-20,1,2023-05-27,wk inc flu hosp,1
19,2023-05-20,2,2023-06-03,wk inc flu hosp,0
19,2023-05-20,3,2023-06-10,wk inc flu hosp,4
19,2023-05-27,0,2023-05-27,wk inc flu hosp,1
19,2023-05-27,1,2023-06-03,wk inc flu hosp,0
19,2023-05-27,2,2023-06-10,wk inc flu hosp,4
19,2023-05-27,3,2023-06-17,wk inc flu hosp,2
20,2022-10-22,0,2022-10-22,wk inc flu hosp,16
20,2022-10-22,1,2022-10-29,wk inc flu hosp,20
20,2022-10-22,2,2022-11-05,wk inc flu hosp,37
20,2022-10-22,3,2022-11-12,wk inc flu hosp,49
20,2022-10-29,0,2022-10-29,wk inc flu hosp,20
20,2022-10-29,1,2022-11-05,wk inc flu hosp,37
20,2022-10-29,2,2022-11-12,wk inc flu hosp,49
20,2022-10-29,3,2022-11-19,wk inc flu hosp,68
20,2022-11-05,0,2022-11-05,wk inc flu hosp,37
20,2022-11-05,1,2022-11-12,wk inc flu hosp,49
20,2022-11-05,2,2022-11-19,wk inc flu hosp,68
20,2022-11-05,3,2022-11-26,wk inc flu hosp,187
20,2022-11-12,0,2022-11-12,wk inc flu hosp,49
20,2022-11-12,1,2022-11-19,wk inc flu hosp,68
20,2022-11-12,2,2022-11-26,wk inc flu hosp,187
20,2022-11-12,3,2022-12-03,wk inc flu hosp,303
20,2022-11-19,0,2022-11-19,wk inc flu hosp,68
20,2022-11-19,1,2022-11-26,wk inc flu hosp,187
20,2022-11-19,2,2022-12-03,wk inc flu hosp,303
20,2022-11-19,3,2022-12-10,wk inc flu hosp,253
20,2022-11-26,0,2022-11-26,wk inc flu hosp,187
20,2022-11-26,1,2022-12-03,wk inc flu hosp,303
20,2022-11-26,2,2022-12-10,wk inc flu hosp,253
20,2022-11-26,3,2022-12-17,wk inc flu hosp,220
20,2022-12-03,0,2022-12-03,wk inc flu hosp,303
20,2022-12-03,1,2022-12-10,wk inc flu hosp,253
20,2022-12-03,2,2022-12-17,wk inc flu hosp,220
20,2022-12-03,3,2022-12-24,wk inc flu hosp,187
20,2022-12-10,0,2022-12-10,wk inc flu hosp,253
20,2022-12-10,1,2022-12-17,wk inc flu hosp,220
20,2022-12-10,2,2022-12-24,wk inc flu hosp,187
20,2022-12-10,3,2022-12-31,wk inc flu hosp,176
20,2022-12-17,0,2022-12-17,wk inc flu hosp,220
20,2022-12-17,1,2022-12-24,wk inc flu hosp,187
20,2022-12-17,2,2022-12-31,wk inc flu hosp,176
20,2022-12-17,3,2023-01-07,wk inc flu hosp,116
20,2022-12-24,0,2022-12-24,wk inc flu hosp,187
20,2022-12-24,1,2022-12-31,wk inc flu hosp,176
20,2022-12-24,2,2023-01-07,wk inc flu hosp,116
20,2022-12-24,3,2023-01-14,wk inc flu hosp,49
20,2022-12-31,0,2022-12-31,wk inc flu hosp,176
20,2022-12-31,1,2023-01-07,wk inc flu hosp,116
20,2022-12-31,2,2023-01-14,wk inc flu hosp,49
20,2022-12-31,3,2023-01-21,wk inc flu hosp,45
20,2023-01-07,0,2023-01-07,wk inc flu hosp,116
20,2023-01-07,1,2023-01-14,wk inc flu hosp,49
20,2023-01-07,2,2023-01-21,wk inc flu hosp,45
20,2023-01-07,3,2023-01-28,wk inc flu hosp,18
20,2023-01-14,0,2023-01-14,wk inc flu hosp,49
20,2023-01-14,1,2023-01-21,wk inc flu hosp,45
20,2023-01-14,2,2023-01-28,wk inc flu hosp,18
20,2023-01-14,3,2023-02-04,wk inc flu hosp,11
20,2023-01-21,0,2023-01-21,wk inc flu hosp,45
20,2023-01-21,1,2023-01-28,wk inc flu hosp,18
20,2023-01-21,2,2023-02-04,wk inc flu hosp,11
20,2023-01-21,3,2023-02-11,wk inc flu hosp,10
20,2023-01-28,0,2023-01-28,wk inc flu hosp,18
20,2023-01-28,1,2023-02-04,wk inc flu hosp,11
20,2023-01-28,2,2023-02-11,wk inc flu hosp,10
20,2023-01-28,3,2023-02-18,wk inc flu hosp,5
20,2023-02-04,0,2023-02-04,wk inc flu hosp,11
20,2023-02-04,1,2023-02-11,wk inc flu hosp,10
20,2023-02-04,2,2023-02-18,wk inc flu hosp,5
20,2023-02-04,3,2023-02-25,wk inc flu hosp,9
20,2023-02-11,0,2023-02-11,wk inc flu hosp,10
20,2023-02-11,1,2023-02-18,wk inc flu hosp,5
20,2023-02-11,2,2023-02-25,wk inc flu hosp,9
20,2023-02-11,3,2023-03-04,wk inc flu hosp,2
20,2023-02-18,0,2023-02-18,wk inc flu hosp,5
20,2023-02-18,1,2023-02-25,wk inc flu hosp,9
20,2023-02-18,2,2023-03-04,wk inc flu hosp,2
20,2023-02-18,3,2023-03-11,wk inc flu hosp,6
20,2023-02-25,0,2023-02-25,wk inc flu hosp,9
20,2023-02-25,1,2023-03-04,wk inc flu hosp,2
20,2023-02-25,2,2023-03-11,wk inc flu hosp,6
20,2023-02-25,3,2023-03-18,wk inc flu hosp,9
20,2023-03-04,0,2023-03-04,wk inc flu hosp,2
20,2023-03-04,1,2023-03-11,wk inc flu hosp,6
20,2023-03-04,2,2023-03-18,wk inc flu hosp,9
20,2023-03-04,3,2023-03-25,wk inc flu hosp,7
20,2023-03-11,0,2023-03-11,wk inc flu hosp,6
20,2023-03-11,1,2023-03-18,wk inc flu hosp,9
20,2023-03-11,2,2023-03-25,wk inc flu hosp,7
20,2023-03-11,3,2023-04-01,wk inc flu hosp,8
20,2023-03-18,0,2023-03-18,wk inc flu hosp,9
20,2023-03-18,1,2023-03-25,wk inc flu hosp,7
20,2023-03-18,2,2023-04-01,wk inc flu hosp,8
20,2023-03-18,3,2023-04-08,wk inc flu hosp,4
20,2023-03-25,0,2023-03-25,wk inc flu hosp,7
20,2023-03-25,1,2023-04-01,wk inc flu hosp,8
20,2023-03-25,2,2023-04-08,wk inc flu hosp,4
20,2023-03-25,3,2023-04-15,wk inc flu hosp,8
20,2023-04-01,0,2023-04-01,wk inc flu hosp,8
20,2023-04-01,1,2023-04-08,wk inc flu hosp,4
20,2023-04-01,2,2023-04-15,wk inc flu hosp,8
