date,location,value
2020-08-15,30,0
2020-08-15,37,0
2020-08-15,38,0
2020-08-15,31,0
2020-08-15,33,0
2020-08-15,34,0
2020-08-15,35,0
2020-08-15,32,0
2020-08-15,36,0
2020-08-15,39,0
2020-08-15,40,0
2020-08-15,41,0
2020-08-15,42,0
2020-08-15,72,0
2020-08-15,44,0
2020-08-15,45,0
2020-08-15,46,0
2020-08-15,47,0
2020-08-15,48,0
2020-08-15,US,0
2020-08-15,49,0
2020-08-15,51,0
2020-08-15,50,0
2020-08-15,53,0
2020-08-15,55,0
2020-08-15,54,0
2020-08-15,56,0
2020-08-22,02,0
2020-08-22,01,0
2020-08-22,05,0
2020-08-22,04,0
2020-08-22,06,0
2020-08-22,08,0
2020-08-22,09,0
2020-08-22,11,0
2020-08-22,10,0
2020-08-22,12,0
2020-08-22,13,0
2020-08-22,15,0
2020-08-22,19,0
2020-08-22,16,0
2020-08-22,17,0
2020-08-22,18,0
2020-08-22,20,0
2020-08-22,21,0
2020-08-22,22,0
2020-08-22,25,0
2020-08-22,24,0
2020-08-22,23,0
2020-08-22,26,0
2020-08-22,27,0
2020-08-22,29,0
2020-08-22,28,0
2020-08-22,30,0
2020-08-22,37,0
2020-08-22,38,0
2020-08-22,31,0
2020-08-22,33,0
2020-08-22,34,0
2020-08-22,35,0
2020-08-22,32,0
2020-08-22,36,0
2020-08-22,39,0
2020-08-22,40,0
2020-08-22,41,0
2020-08-22,42,0
2020-08-22,72,0
2020-08-22,44,0
2020-08-22,45,0
2020-08-22,46,0
2020-08-22,47,0
2020-08-22,48,0
2020-08-22,US,0
2020-08-22,49,0
2020-08-22,51,0
2020-08-22,50,0
2020-08-22,53,0
2020-08-22,55,0
2020-08-22,54,0
2020-08-22,56,0
2020-08-29,02,0
2020-08-29,01,0
2020-08-29,05,0
2020-08-29,04,0
2020-08-29,06,0
2020-08-29,08,0
2020-08-29,09,0
2020-08-29,11,0
2020-08-29,10,0
2020-08-29,12,0
2020-08-29,13,0
2020-08-29,15,0
2020-08-29,19,0
2020-08-29,16,0
2020-08-29,17,0
2020-08-29,18,0
2020-08-29,20,0
2020-08-29,21,0
2020-08-29,22,0
2020-08-29,25,0
2020-08-29,24,0
2020-08-29,23,0
2020-08-29,26,0
2020-08-29,27,0
2020-08-29,29,0
2020-08-29,28,0
2020-08-29,30,0
2020-08-29,37,0
2020-08-29,38,0
2020-08-29,31,0
2020-08-29,33,0
2020-08-29,34,0
2020-08-29,35,0
2020-08-29,32,0
2020-08-29,36,0
2020-08-29,39,0
2020-08-29,40,0
2020-08-29,41,0
2020-08-29,42,0
2020-08-29,72,0
2020-08-29,44,0
2020-08-29,45,0
2020-08-29,46,0
2020-08-29,47,0
2020-08-29,48,0
2020-08-29,US,0
2020-08-29,49,0
2020-08-29,51,0
2020-08-29,50,0
2020-08-29,53,0
2020-08-29,55,0
2020-08-29,54,0
2020-08-29,56,0
2020-09-05,02,0
2020-09-05,01,0
2020-09-05,05,0
2020-09-05,04,0
2020-09-05,06,0
2020-09-05,08,0
2020-09-05,09,0
2020-09-05,11,0
2020-09-05,10,0
2020-09-05,12,0
2020-09-05,13,0
2020-09-05,15,0
2020-09-05,19,0
2020-09-05,16,0
2020-09-05,17,0
2020-09-05,18,0
2020-09-05,20,0
2020-09-05,21,0
2020-09-05,22,0
2020-09-05,25,0
2020-09-05,24,0
2020-09-05,23,0
2020-09-05,26,0
2020-09-05,27,0
2020-09-05,29,0
2020-09-05,28,0
2020-09-05,30,0
2020-09-05,37,0
2020-09-05,38,0
2020-09-05,31,0
2020-09-05,33,0
2020-09-05,34,0
2020-09-05,35,0
2020-09-05,32,0
2020-09-05,36,0
2020-09-05,39,0
2020-09-05,40,0
2020-09-05,41,0
2020-09-05,42,0
2020-09-05,72,0
2020-09-05,44,0
2020-09-05,45,0
2020-09-05,46,0
2020-09-05,47,0
2020-09-05,48,0
2020-09-05,US,0
2020-09-05,49,0
2020-09-05,51,0
2020-09-05,50,0
2020-09-05,53,0
2020-09-05,55,0
2020-09-05,54,0
2020-09-05,56,0
2020-09-12,02,0
2020-09-12,01,0
2020-09-12,05,0
2020-09-12,04,0
2020-09-12,06,0
2020-09-12,08,0
2020-09-12,09,0
2020-09-12,11,0
2020-09-12,10,0
2020-09-12,12,0
2020-09-12,13,0
2020-09-12,15,0
2020-09-12,19,0
2020-09-12,16,0
2020-09-12,17,0
2020-09-12,18,0
2020-09-12,20,0
2020-09-12,21,0
2020-09-12,22,0
2020-09-12,25,0
2020-09-12,24,0
2020-09-12,23,0
2020-09-12,26,0
2020-09-12,27,0
2020-09-12,29,0
2020-09-12,28,0
2020-09-12,30,0
2020-09-12,37,0
2020-09-12,38,0
2020-09-12,31,0
2020-09-12,33,0
2020-09-12,34,0
2020-09-12,35,0
2020-09-12,32,0
2020-09-12,36,0
2020-09-12,39,0
2020-09-12,40,0
2020-09-12,41,0
2020-09-12,42,0
2020-09-12,72,0
2020-09-12,44,0
2020-09-12,45,0
2020-09-12,46,0
2020-09-12,47,0
2020-09-12,48,0
2020-09-12,US,0
2020-09-12,49,0
2020-09-12,51,0
2020-09-12,50,0
2020-09-12,53,0
2020-09-12,55,0
2020-09-12,54,0
2020-09-12,56,0
2020-09-19,02,0
2020-09-19,01,0
2020-09-19,05,0
2020-09-19,04,0
2020-09-19,06,0
2020-09-19,08,0
2020-09-19,09,0
2020-09-19,11,0
2020-09-19,10,0
2020-09-19,12,0
2020-09-19,13,0
2020-09-19,15,0
2020-09-19,19,0
2020-09-19,16,0
2020-09-19,17,0
2020-09-19,18,0
2020-09-19,20,0
2020-09-19,21,0
2020-09-19,22,0
2020-09-19,25,0
2020-09-19,24,0
2020-09-19,23,0
2020-09-19,26,0
2020-09-19,27,0
2020-09-19,29,0
2020-09-19,28,0
2020-09-19,30,0
2020-09-19,37,0
2020-09-19,38,0
2020-09-19,31,0
2020-09-19,33,0
2020-09-19,34,0
2020-09-19,35,0
2020-09-19,32,0
2020-09-19,36,0
2020-09-19,39,0
2020-09-19,40,0
2020-09-19,41,0
2020-09-19,42,0
2020-09-19,72,0
2020-09-19,44,0
2020-09-19,45,0
2020-09-19,46,0
2020-09-19,47,0
2020-09-19,48,0
2020-09-19,US,0
2020-09-19,49,0
2020-09-19,51,0
2020-09-19,50,0
2020-09-19,53,0
2020-09-19,55,0
2020-09-19,54,0
2020-09-19,56,0
2020-09-26,02,0
2020-09-26,01,0
2020-09-26,05,0
2020-09-26,04,0
2020-09-26,06,0
2020-09-26,08,0
2020-09-26,09,0
2020-09-26,11,0
2020-09-26,10,0
2020-09-26,12,0
2020-09-26,13,0
2020-09-26,15,0
2020-09-26,19,0
2020-09-26,16,0
2020-09-26,17,0
2020-09-26,18,0
2020-09-26,20,0
2020-09-26,21,0
2020-09-26,22,0
2020-09-26,25,0
2020-09-26,24,0
2020-09-26,23,0
2020-09-26,26,0
2020-09-26,27,0
2020-09-26,29,0
2020-09-26,28,0
2020-09-26,30,0
2020-09-26,37,0
2020-09-26,38,0
2020-09-26,31,0
2020-09-26,33,0
2020-09-26,34,0
2020-09-26,35,0
2020-09-26,32,0
2020-09-26,36,0
2020-09-26,39,0
2020-09-26,40,0
2020-09-26,41,0
2020-09-26,42,0
2020-09-26,72,0
2020-09-26,44,0
2020-09-26,45,0
2020-09-26,46,0
2020-09-26,47,0
2020-09-26,48,0
2020-09-26,US,0
2020-09-26,49,0
2020-09-26,51,0
2020-09-26,50,0
2020-09-26,53,0
2020-09-26,55,0
2020-09-26,54,0
2020-09-26,56,0
2020-10-03,02,0
2020-10-03,01,0
2020-10-03,05,0
2020-10-03,04,0
2020-10-03,06,0
2020-10-03,08,0
2020-10-03,09,0
2020-10-03,11,0
2020-10-03,10,0
2020-10-03,12,0
2020-10-03,13,0
2020-10-03,15,0
2020-10-03,19,0
2020-10-03,16,0
2020-10-03,17,0
2020-10-03,18,0
2020-10-03,20,0
2020-10-03,21,0
2020-10-03,22,0
2020-10-03,25,0
2020-10-03,24,0
2020-10-03,23,0
2020-10-03,26,0
2020-10-03,27,0
2020-10-03,29,0
2020-10-03,28,0
2020-10-03,30,0
2020-10-03,37,0
2020-10-03,38,0
2020-10-03,31,0
2020-10-03,33,0
2020-10-03,34,0
2020-10-03,35,0
2020-10-03,32,0
2020-10-03,36,0
2020-10-03,39,0
2020-10-03,40,0
2020-10-03,41,0
2020-10-03,42,0
2020-10-03,72,0
2020-10-03,44,0
2020-10-03,45,0
2020-10-03,46,0
2020-10-03,47,0
2020-10-03,48,0
2020-10-03,US,0
2020-10-03,49,0
2020-10-03,51,0
2020-10-03,50,0
2020-10-03,53,0
2020-10-03,55,0
2020-10-03,54,0
2020-10-03,56,0
2020-10-10,02,0
2020-10-10,01,0
2020-10-10,05,0
2020-10-10,04,0
2020-10-10,06,0
2020-10-10,08,0
2020-10-10,09,0
2020-10-10,11,0
2020-10-10,10,0
2020-10-10,12,0
2020-10-10,13,0
2020-10-10,15,0
2020-10-10,19,0
2020-10-10,16,0
2020-10-10,17,0
2020-10-10,18,0
2020-10-10,20,0
2020-10-10,21,0
2020-10-10,22,0
2020-10-10,25,0
2020-10-10,24,0
2020-10-10,23,0
2020-10-10,26,0
2020-10-10,27,0
2020-10-10,29,0
2020-10-10,28,0
2020-10-10,30,0
2020-10-10,37,0
2020-10-10,38,0
2020-10-10,31,0
2020-10-10,33,0
2020-10-10,34,0
2020-10-10,35,0
2020-10-10,32,0
2020-10-10,36,0
2020-10-10,39,0
2020-10-10,40,0
2020-10-10,41,0
2020-10-10,42,0
2020-10-10,72,0
2020-10-10,44,0
2020-10-10,45,0
2020-10-10,46,0
2020-10-10,47,0
2020-10-10,48,0
2020-10-10,US,0
2020-10-10,49,0
2020-10-10,51,0
2020-10-10,50,0
2020-10-10,53,0
2020-10-10,55,0
2020-10-10,54,0
2020-10-10,56,0
2020-10-17,02,0
2020-10-17,01,0
2020-10-17,05,0
2020-10-17,04,0
2020-10-17,06,0
2020-10-17,08,0
2020-10-17,09,0
2020-10-17,11,0
2020-10-17,10,0
2020-10-17,12,0
2020-10-17,13,0
2020-10-17,15,0
2020-10-17,19,0
2020-10-17,16,0
2020-10-17,17,0
2020-10-17,18,0
2020-10-17,20,0
2020-10-17,21,0
2020-10-17,22,0
2020-10-17,25,0
2020-10-17,24,0
2020-10-17,23,0
2020-10-17,26,0
2020-10-17,27,0
2020-10-17,29,0
2020-10-17,28,0
2020-10-17,30,0
2020-10-17,37,0
2020-10-17,38,0
2020-10-17,31,0
2020-10-17,33,0
2020-10-17,34,0
2020-10-17,35,0
2020-10-17,32,0
2020-10-17,36,0
2020-10-17,39,0
2020-10-17,40,0
2020-10-17,41,0
2020-10-17,42,0
2020-10-17,72,0
2020-10-17,44,0
2020-10-17,45,0
2020-10-17,46,0
2020-10-17,47,0
2020-10-17,48,12
2020-10-17,US,12
2020-10-17,49,0
2020-10-17,51,0
2020-10-17,50,0
2020-10-17,53,0
2020-10-17,55,0
2020-10-17,54,0
2020-10-17,56,0
2020-10-24,02,0
2020-10-24,01,3
2020-10-24,05,4
2020-10-24,04,1
2020-10-24,06,11
2020-10-24,08,0
2020-10-24,09,0
2020-10-24,11,0
2020-10-24,10,0
2020-10-24,12,24
2020-10-24,13,5
2020-10-24,15,0
2020-10-24,19,1
2020-10-24,16,1
2020-10-24,17,3
2020-10-24,18,0
2020-10-24,20,6
2020-10-24,21,11
2020-10-24,22,0
2020-10-24,25,0
2020-10-24,24,0
2020-10-24,23,0
2020-10-24,26,11
2020-10-24,27,0
2020-10-24,29,9
2020-10-24,28,6
2020-10-24,30,0
2020-10-24,37,7
2020-10-24,38,0
2020-10-24,31,0
2020-10-24,33,0
2020-10-24,34,2
2020-10-24,35,3
2020-10-24,32,5
2020-10-24,36,7
2020-10-24,39,2
2020-10-24,40,14
2020-10-24,41,0
2020-10-24,42,5
2020-10-24,72,0
2020-10-24,44,2
2020-10-24,45,1
2020-10-24,46,2
2020-10-24,47,22
2020-10-24,48,50
2020-10-24,US,218
2020-10-24,49,0
2020-10-24,51,0
2020-10-24,50,0
2020-10-24,53,0
2020-10-24,55,0
2020-10-24,54,0
2020-10-24,56,0
2020-10-31,02,0
2020-10-31,01,17
2020-10-31,05,10
2020-10-31,04,2
2020-10-31,06,29
2020-10-31,08,0
2020-10-31,09,0
2020-10-31,11,1
2020-10-31,10,0
2020-10-31,12,25
2020-10-31,13,16
2020-10-31,15,0
2020-10-31,19,2
2020-10-31,16,0
2020-10-31,17,3
2020-10-31,18,0
2020-10-31,20,8
2020-10-31,21,7
2020-10-31,22,0
2020-10-31,25,5
2020-10-31,24,1
2020-10-31,23,0
2020-10-31,26,9
2020-10-31,27,0
2020-10-31,29,1
2020-10-31,28,7
2020-10-31,30,1
2020-10-31,37,9
2020-10-31,38,0
2020-10-31,31,0
2020-10-31,33,0
2020-10-31,34,9
2020-10-31,35,5
2020-10-31,32,52
2020-10-31,36,14
2020-10-31,39,1
2020-10-31,40,8
2020-10-31,41,0
2020-10-31,42,9
2020-10-31,72,9
2020-10-31,44,4
2020-10-31,45,3
2020-10-31,46,0
2020-10-31,47,21
2020-10-31,48,110
2020-10-31,US,428
2020-10-31,49,2
2020-10-31,51,25
2020-10-31,50,0
2020-10-31,53,0
2020-10-31,55,1
2020-10-31,54,1
2020-10-31,56,1
2020-11-07,02,0
2020-11-07,01,13
2020-11-07,05,15
2020-11-07,04,19
2020-11-07,06,31
2020-11-07,08,5
2020-11-07,09,1
2020-11-07,11,1
2020-11-07,10,0
2020-11-07,12,35
2020-11-07,13,15
2020-11-07,15,0
2020-11-07,19,24
2020-11-07,16,1
2020-11-07,17,8
2020-11-07,18,7
2020-11-07,20,3
2020-11-07,21,14
2020-11-07,22,3
2020-11-07,25,4
2020-11-07,24,3
2020-11-07,23,0
2020-11-07,26,11
2020-11-07,27,1
2020-11-07,29,8
2020-11-07,28,11
2020-11-07,30,1
2020-11-07,37,4
2020-11-07,38,1
2020-11-07,31,2
2020-11-07,33,0
2020-11-07,34,2
2020-11-07,35,10
2020-11-07,32,2
2020-11-07,36,10
2020-11-07,39,3
2020-11-07,40,12
2020-11-07,41,1
2020-11-07,42,18
2020-11-07,72,7
2020-11-07,44,1
2020-11-07,45,3
2020-11-07,46,1
2020-11-07,47,18
2020-11-07,48,120
2020-11-07,US,477
2020-11-07,49,0
2020-11-07,51,17
2020-11-07,50,0
2020-11-07,53,0
2020-11-07,55,9
2020-11-07,54,2
2020-11-07,56,0
2020-11-14,02,0
2020-11-14,01,23
2020-11-14,05,7
2020-11-14,04,25
2020-11-14,06,44
2020-11-14,08,3
2020-11-14,09,0
2020-11-14,11,0
2020-11-14,10,0
2020-11-14,12,38
2020-11-14,13,25
2020-11-14,15,0
2020-11-14,19,2
2020-11-14,16,0
2020-11-14,17,3
2020-11-14,18,8
2020-11-14,20,3
2020-11-14,21,10
2020-11-14,22,11
2020-11-14,25,2
2020-11-14,24,2
2020-11-14,23,0
2020-11-14,26,14
2020-11-14,27,37
2020-11-14,29,11
2020-11-14,28,15
2020-11-14,30,1
2020-11-14,37,8
2020-11-14,38,5
2020-11-14,31,1
2020-11-14,33,1
2020-11-14,34,3
2020-11-14,35,5
2020-11-14,32,1
2020-11-14,36,12
2020-11-14,39,7
2020-11-14,40,16
2020-11-14,41,0
2020-11-14,42,2
2020-11-14,72,14
2020-11-14,44,0
2020-11-14,45,3
2020-11-14,46,2
2020-11-14,47,36
2020-11-14,48,145
2020-11-14,US,585
2020-11-14,49,1
2020-11-14,51,25
2020-11-14,50,2
2020-11-14,53,3
2020-11-14,55,4
2020-11-14,54,1
2020-11-14,56,0
2020-11-21,02,0
2020-11-21,01,8
2020-11-21,05,9
2020-11-21,04,18
2020-11-21,06,41
2020-11-21,08,5
2020-11-21,09,2
2020-11-21,11,0
2020-11-21,10,0
2020-11-21,12,41
2020-11-21,13,22
2020-11-21,15,0
2020-11-21,19,6
2020-11-21,16,0
2020-11-21,17,5
2020-11-21,18,7
2020-11-21,20,4
2020-11-21,21,9
2020-11-21,22,2
2020-11-21,25,2
2020-11-21,24,5
2020-11-21,23,0
2020-11-21,26,11
2020-11-21,27,1
2020-11-21,29,11
2020-11-21,28,7
2020-11-21,30,1
2020-11-21,37,16
2020-11-21,38,0
2020-11-21,31,1
2020-11-21,33,1
2020-11-21,34,12
2020-11-21,35,1
2020-11-21,32,5
2020-11-21,36,19
2020-11-21,39,0
2020-11-21,40,14
2020-11-21,41,0
2020-11-21,42,5
2020-11-21,72,20
2020-11-21,44,0
2020-11-21,45,7
2020-11-21,46,1
2020-11-21,47,41
2020-11-21,48,152
2020-11-21,US,548
2020-11-21,49,0
2020-11-21,51,25
2020-11-21,50,0
2020-11-21,53,2
2020-11-21,55,1
2020-11-21,54,8
2020-11-21,56,0
2020-11-28,02,0
2020-11-28,01,14
2020-11-28,05,12
2020-11-28,04,21
2020-11-28,06,81
2020-11-28,08,3
2020-11-28,09,0
2020-11-28,11,0
2020-11-28,10,0
2020-11-28,12,40
2020-11-28,13,5
2020-11-28,15,1
2020-11-28,19,5
2020-11-28,16,0
2020-11-28,17,13
2020-11-28,18,5
2020-11-28,20,5
2020-11-28,21,18
2020-11-28,22,5
2020-11-28,25,0
2020-11-28,24,2
2020-11-28,23,0
2020-11-28,26,5
2020-11-28,27,1
2020-11-28,29,14
2020-11-28,28,11
2020-11-28,30,0
2020-11-28,37,13
2020-11-28,38,2
2020-11-28,31,0
2020-11-28,33,0
2020-11-28,34,3
2020-11-28,35,0
2020-11-28,32,11
2020-11-28,36,22
2020-11-28,39,4
2020-11-28,40,11
2020-11-28,41,2
2020-11-28,42,3
2020-11-28,72,22
2020-11-28,44,0
2020-11-28,45,5
2020-11-28,46,0
2020-11-28,47,29
2020-11-28,48,161
2020-11-28,US,591
2020-11-28,49,0
2020-11-28,51,32
2020-11-28,50,0
2020-11-28,53,3
2020-11-28,55,3
2020-11-28,54,4
2020-11-28,56,0
2020-12-05,02,2
2020-12-05,01,12
2020-12-05,05,6
2020-12-05,04,13
2020-12-05,06,39
2020-12-05,08,2
2020-12-05,09,2
2020-12-05,11,0
2020-12-05,10,0
2020-12-05,12,35
2020-12-05,13,9
2020-12-05,15,0
2020-12-05,19,7
2020-12-05,16,1
2020-12-05,17,4
2020-12-05,18,3
2020-12-05,20,6
2020-12-05,21,17
2020-12-05,22,5
2020-12-05,25,3
2020-12-05,24,0
2020-12-05,23,0
2020-12-05,26,9
2020-12-05,27,1
2020-12-05,29,14
2020-12-05,28,10
2020-12-05,30,0
2020-12-05,37,9
2020-12-05,38,1
2020-12-05,31,1
2020-12-05,33,0
2020-12-05,34,14
2020-12-05,35,0
2020-12-05,32,7
2020-12-05,36,25
2020-12-05,39,8
2020-12-05,40,21
2020-12-05,41,0
2020-12-05,42,16
2020-12-05,72,10
2020-12-05,44,0
2020-12-05,45,8
2020-12-05,46,2
2020-12-05,47,19
2020-12-05,48,196
2020-12-05,US,577
2020-12-05,49,2
2020-12-05,51,28
2020-12-05,50,0
2020-12-05,53,2
2020-12-05,55,0
2020-12-05,54,8
2020-12-05,56,0
2020-12-12,02,5
2020-12-12,01,4
2020-12-12,05,14
2020-12-12,04,33
2020-12-12,06,58
2020-12-12,08,5
2020-12-12,09,1
2020-12-12,11,0
2020-12-12,10,0
2020-12-12,12,33
2020-12-12,13,15
2020-12-12,15,0
2020-12-12,19,2
2020-12-12,16,1
2020-12-12,17,3
2020-12-12,18,8
2020-12-12,20,5
2020-12-12,21,16
2020-12-12,22,15
2020-12-12,25,2
2020-12-12,24,0
2020-12-12,23,0
2020-12-12,26,7
2020-12-12,27,0
2020-12-12,29,8
2020-12-12,28,12
2020-12-12,30,0
2020-12-12,37,7
2020-12-12,38,1
2020-12-12,31,4
2020-12-12,33,0
2020-12-12,34,10
2020-12-12,35,2
2020-12-12,32,4
2020-12-12,36,28
2020-12-12,39,5
2020-12-12,40,10
2020-12-12,41,0
2020-12-12,42,11
2020-12-12,72,18
2020-12-12,44,0
2020-12-12,45,4
2020-12-12,46,1
2020-12-12,47,19
2020-12-12,48,198
2020-12-12,US,605
2020-12-12,49,2
2020-12-12,51,28
2020-12-12,50,0
2020-12-12,53,3
2020-12-12,55,1
2020-12-12,54,2
2020-12-12,56,0
2020-12-19,02,7
2020-12-19,01,33
2020-12-19,05,9
2020-12-19,04,16
2020-12-19,06,54
2020-12-19,08,6
2020-12-19,09,2
2020-12-19,11,0
2020-12-19,10,10
2020-12-19,12,58
2020-12-19,13,21
2020-12-19,15,0
2020-12-19,19,4
2020-12-19,16,3
2020-12-19,17,2
2020-12-19,18,10
2020-12-19,20,25
2020-12-19,21,41
2020-12-19,22,8
2020-12-19,25,2
2020-12-19,24,2
2020-12-19,23,0
2020-12-19,26,10
2020-12-19,27,0
2020-12-19,29,18
2020-12-19,28,11
2020-12-19,30,2
2020-12-19,37,9
2020-12-19,38,0
2020-12-19,31,2
2020-12-19,33,0
2020-12-19,34,16
2020-12-19,35,8
2020-12-19,32,11
2020-12-19,36,41
2020-12-19,39,5
2020-12-19,40,21
2020-12-19,41,0
2020-12-19,42,9
2020-12-19,72,20
2020-12-19,44,0
2020-12-19,45,14
2020-12-19,46,2
2020-12-19,47,23
2020-12-19,48,226
2020-12-19,US,794
2020-12-19,49,0
2020-12-19,51,24
2020-12-19,50,0
2020-12-19,53,1
2020-12-19,55,2
2020-12-19,54,6
2020-12-19,56,0
2020-12-26,02,0
2020-12-26,01,32
2020-12-26,05,12
2020-12-26,04,65
2020-12-26,06,62
2020-12-26,08,11
2020-12-26,09,0
2020-12-26,11,0
2020-12-26,10,0
2020-12-26,12,80
2020-12-26,13,21
2020-12-26,15,0
2020-12-26,19,4
2020-12-26,16,1
2020-12-26,17,6
2020-12-26,18,13
2020-12-26,20,2
2020-12-26,21,23
2020-12-26,22,12
2020-12-26,25,4
2020-12-26,24,2
2020-12-26,23,1
2020-12-26,26,9
2020-12-26,27,1
2020-12-26,29,9
2020-12-26,28,17
2020-12-26,30,0
2020-12-26,37,16
2020-12-26,38,1
2020-12-26,31,0
2020-12-26,33,2
2020-12-26,34,9
2020-12-26,35,2
2020-12-26,32,3
2020-12-26,36,35
2020-12-26,39,18
2020-12-26,40,17
2020-12-26,41,2
2020-12-26,42,19
2020-12-26,72,8
2020-12-26,44,0
2020-12-26,45,20
2020-12-26,46,1
2020-12-26,47,36
2020-12-26,48,217
2020-12-26,US,874
2020-12-26,49,0
2020-12-26,51,64
2020-12-26,50,0
2020-12-26,53,3
2020-12-26,55,2
2020-12-26,54,12
2020-12-26,56,0
2021-01-02,02,0
2021-01-02,01,25
2021-01-02,05,23
2021-01-02,04,20
2021-01-02,06,56
2021-01-02,08,5
2021-01-02,09,1
2021-01-02,11,0
2021-01-02,10,0
2021-01-02,12,42
2021-01-02,13,17
2021-01-02,15,0
2021-01-02,19,5
2021-01-02,16,5
2021-01-02,17,11
2021-01-02,18,18
2021-01-02,20,16
2021-01-02,21,9
2021-01-02,22,5
2021-01-02,25,7
2021-01-02,24,14
2021-01-02,23,0
2021-01-02,26,8
2021-01-02,27,0
2021-01-02,29,8
2021-01-02,28,3
2021-01-02,30,0
2021-01-02,37,18
2021-01-02,38,0
2021-01-02,31,0
2021-01-02,33,7
2021-01-02,34,17
2021-01-02,35,1
2021-01-02,32,15
2021-01-02,36,20
2021-01-02,39,20
2021-01-02,40,22
2021-01-02,41,0
2021-01-02,42,20
2021-01-02,72,5
2021-01-02,44,0
2021-01-02,45,39
2021-01-02,46,0
2021-01-02,47,30
2021-01-02,48,180
2021-01-02,US,738
2021-01-02,49,1
2021-01-02,51,36
2021-01-02,50,0
2021-01-02,53,0
2021-01-02,55,0
2021-01-02,54,7
2021-01-02,56,0
2021-01-09,02,0
2021-01-09,01,40
2021-01-09,05,26
2021-01-09,04,18
2021-01-09,06,83
2021-01-09,08,0
2021-01-09,09,1
2021-01-09,11,1
2021-01-09,10,0
2021-01-09,12,52
2021-01-09,13,23
2021-01-09,15,0
2021-01-09,19,3
2021-01-09,16,2
2021-01-09,17,19
2021-01-09,18,6
2021-01-09,20,9
2021-01-09,21,7
2021-01-09,22,3
2021-01-09,25,3
2021-01-09,24,11
2021-01-09,23,0
2021-01-09,26,3
2021-01-09,27,1
2021-01-09,29,18
2021-01-09,28,37
2021-01-09,30,0
2021-01-09,37,11
2021-01-09,38,1
2021-01-09,31,2
2021-01-09,33,0
2021-01-09,34,14
2021-01-09,35,3
2021-01-09,32,6
2021-01-09,36,10
2021-01-09,39,11
2021-01-09,40,18
2021-01-09,41,0
2021-01-09,42,26
2021-01-09,72,12
2021-01-09,44,0
2021-01-09,45,19
2021-01-09,46,1
2021-01-09,47,22
2021-01-09,48,80
2021-01-09,US,665
2021-01-09,49,0
2021-01-09,51,40
2021-01-09,50,0
2021-01-09,53,2
2021-01-09,55,0
2021-01-09,54,21
2021-01-09,56,0
2021-01-16,02,0
2021-01-16,01,40
2021-01-16,05,30
2021-01-16,04,27
2021-01-16,06,46
2021-01-16,08,4
2021-01-16,09,1
2021-01-16,11,0
2021-01-16,10,3
2021-01-16,12,53
2021-01-16,13,32
2021-01-16,15,0
2021-01-16,19,6
2021-01-16,16,2
2021-01-16,17,4
2021-01-16,18,10
2021-01-16,20,7
2021-01-16,21,7
2021-01-16,22,2
2021-01-16,25,3
2021-01-16,24,3
2021-01-16,23,0
2021-01-16,26,8
2021-01-16,27,1
2021-01-16,29,12
2021-01-16,28,32
2021-01-16,30,0
2021-01-16,37,13
2021-01-16,38,1
2021-01-16,31,2
2021-01-16,33,0
2021-01-16,34,6
2021-01-16,35,16
2021-01-16,32,12
2021-01-16,36,23
2021-01-16,39,5
2021-01-16,40,7
2021-01-16,41,0
2021-01-16,42,23
2021-01-16,72,10
2021-01-16,44,0
2021-01-16,45,7
2021-01-16,46,0
2021-01-16,47,27
2021-01-16,48,102
2021-01-16,US,660
2021-01-16,49,1
2021-01-16,51,59
2021-01-16,50,0
2021-01-16,53,0
2021-01-16,55,1
2021-01-16,54,0
2021-01-16,56,12
2021-01-23,02,0
2021-01-23,01,38
2021-01-23,05,10
2021-01-23,04,10
2021-01-23,06,44
2021-01-23,08,6
2021-01-23,09,0
2021-01-23,11,1
2021-01-23,10,0
2021-01-23,12,65
2021-01-23,13,26
2021-01-23,15,0
2021-01-23,19,1
2021-01-23,16,0
2021-01-23,17,6
2021-01-23,18,9
2021-01-23,20,2
2021-01-23,21,9
2021-01-23,22,8
2021-01-23,25,3
2021-01-23,24,4
2021-01-23,23,0
2021-01-23,26,5
2021-01-23,27,0
2021-01-23,29,13
2021-01-23,28,17
2021-01-23,30,0
2021-01-23,37,3
2021-01-23,38,0
2021-01-23,31,1
2021-01-23,33,1
2021-01-23,34,14
2021-01-23,35,2
2021-01-23,32,2
2021-01-23,36,19
2021-01-23,39,13
2021-01-23,40,3
2021-01-23,41,0
2021-01-23,42,19
2021-01-23,72,8
2021-01-23,44,0
2021-01-23,45,5
2021-01-23,46,5
2021-01-23,47,25
2021-01-23,48,99
2021-01-23,US,545
2021-01-23,49,0
2021-01-23,51,49
2021-01-23,50,0
2021-01-23,53,0
2021-01-23,55,0
2021-01-23,54,0
2021-01-23,56,0
2021-01-30,02,0
2021-01-30,01,45
2021-01-30,05,25
2021-01-30,04,12
2021-01-30,06,20
2021-01-30,08,5
2021-01-30,09,0
2021-01-30,11,2
2021-01-30,10,0
2021-01-30,12,44
2021-01-30,13,29
2021-01-30,15,0
2021-01-30,19,4
2021-01-30,16,0
2021-01-30,17,6
2021-01-30,18,10
2021-01-30,20,16
2021-01-30,21,21
2021-01-30,22,12
2021-01-30,25,1
2021-01-30,24,3
2021-01-30,23,0
2021-01-30,26,4
2021-01-30,27,12
2021-01-30,29,13
2021-01-30,28,10
